GP, 64, 0, 0.015398502349853516, 2.0895059575717308e-08, 1.4232375621795654, 0.013527395574128392, 0.5049121379852295, 9.657643027044197e-09, 0.6323513984680176, 0.005457949690124433, 0.21929216384887695, 1.59815676291973e-12, 0.4352421760559082, 1.3680741327700404e-10, 0.0003062546253204346 
PINN, 64, 0, 67.47238087654114, 0.000588765327502057, 3.228076696395874, 0.014742451759534939, 0.8945393562316895, 0.00024078359726759752, 1.2620251178741455, 0.005833902785214088, 0.4216141700744629, 2.309780949596808e-07, 1.261995792388916, 2.273812363563906e-05, 0.0003917384147644043 
PIGP, 64, 0, 0.15364909172058105, 8.579839975247557e-07, 74.06679391860962, 0.013528722850975729, 2.294398546218872, 7.259821884999655e-07, 36.25523567199707, 0.005465705970828478, 1.073986291885376, 4.3081934406488515e-11, 24.88070321083069, 2.4996700751726735e-09, 0.0009094899892807006 
NN, 128, 0, 2.346336841583252, 0.0002759420974177392, 3.1300642490386963, 0.01346933879433082, 0.7909300327301025, 0.0001197959214359706, 1.7721052169799805, 0.0057827112011257925, 0.4487771987915039, 7.286361796304013e-07, 6.045774221420288, 7.015929967009475e-05, 0.0006570702791213989 
GP, 128, 0, 0.02458500862121582, 3.462040442392644e-09, 1.4912800788879395, 0.013529231487665938, 0.516085147857666, 1.7011796169628613e-09, 0.648322582244873, 0.005458723907426865, 0.22466182708740234, 1.877877235312084e-13, 0.41941189765930176, 8.878904807580132e-12, 0.00031560897827148437 
PINN, 128, 0, 52.3534836769104, 0.00028891128936011165, 3.4585163593292236, 0.014177859445424263, 0.899846076965332, 0.00011741437115309514, 1.4719011783599854, 0.00568420627476726, 0.41982555389404297, 1.3694235195465678e-07, 1.009908676147461, 9.392181849112827e-06, 0.00039663851261138915 
PIGP, 128, 0, 0.4908902645111084, 1.3792809669504376e-08, 186.33742928504944, 0.013527451759460829, 4.535306215286255, 1.0390008383167768e-08, 88.56031060218811, 0.005459236494832289, 2.1469295024871826, 1.5860921179580872e-12, 62.038087368011475, 2.3540736113819343e-11, 0.0016636854410171508 
NN, 256, 0, 2.364394426345825, 0.00029835998038308173, 3.231187105178833, 0.013984814052541074, 0.7085678577423096, 0.00015599707096211247, 1.6969423294067383, 0.005863655536535169, 0.40450429916381836, 7.226930304442499e-07, 5.617017507553101, 7.4992922533734e-05, 0.0009142935276031494 
GP, 256, 0, 0.0182039737701416, 1.0069950492108468e-09, 1.598332405090332, 0.013529300733102658, 0.541236400604248, 4.96087287930472e-10, 0.7083644866943359, 0.005458639865702631, 0.23123645782470703, 4.006860418763737e-14, 0.44682908058166504, 2.0331235015249617e-12, 0.0003287273645401001 
PINN, 256, 0, 65.37729692459106, 0.000145983239704574, 3.2532222270965576, 0.013861047865101936, 0.9152860641479492, 6.544697244769398e-05, 1.3577351570129395, 0.0055853151508167016, 0.4288749694824219, 5.32995671076886e-08, 1.0416719913482666, 4.595606634408897e-06, 0.000401226282119751 
PIGP, 256, 0, 1.6304690837860107, 1.306329603910795e-08, 339.43635725975037, 0.013526727403501148, 9.124012231826782, 6.980937474001318e-09, 159.85212564468384, 0.005458749488656858, 4.319667100906372, 2.9500513527590934e-14, 111.63399147987366, 2.954099536264062e-13, 0.003248978853225708 
NN, 512, 0, 2.425438642501831, 0.0002587019693706496, 3.6500701904296875, 0.013524279005107437, 0.7904820442199707, 0.00012994086699977297, 2.0111513137817383, 0.005665768645694231, 0.4530456066131592, 6.507590523827298e-07, 5.260653018951416, 6.655459893253904e-05, 0.0007116591930389404 
GP, 512, 0, 0.10554099082946777, 3.3702783025903453e-10, 1.7099692821502686, 0.013529043162315173, 0.569028377532959, 1.83810881493079e-10, 0.7541909217834473, 0.0054585596062431355, 0.2590031623840332, 1.3694347686296514e-14, 0.4635927677154541, 7.096687518935166e-13, 0.00034412264823913575 
PINN, 512, 0, 107.95071196556091, 3.227301434266223e-05, 3.3808348178863525, 0.01361507892212943, 0.903362512588501, 1.7151784984114852e-05, 1.2868764400482178, 0.005517432974150416, 0.4136178493499756, 2.7412297414883504e-08, 0.9301421642303467, 1.977011384258526e-06, 0.00039348959922790526 
PIGP, 512, 0, 8.932837963104248, 1.1366931404857864e-08, 789.902147769928, 0.013526881383203175, 18.857009172439575, 6.408812851378075e-09, 375.58638429641724, 0.005458657459039538, 8.840480089187622, 8.544879384892882e-15, 242.96067023277283, 8.470046064070984e-14, 0.006454824209213257 
NN, 1024, 0, 2.641303539276123, 0.00028743499535502636, 3.460690975189209, 0.013427476807370609, 0.7751033306121826, 0.00012980048783860505, 1.5838744640350342, 0.00569917983471743, 0.4864802360534668, 7.140351824979892e-07, 5.785467863082886, 6.933815537439071e-05, 0.0008592712879180908 
GP, 1024, 0, 0.4162631034851074, 1.3577380770928697e-10, 1.7365469932556152, 0.013529212521509723, 0.5894851684570312, 7.401936864673283e-11, 0.7502925395965576, 0.005458615457985257, 0.2658529281616211, 6.414512013397843e-15, 0.5021591186523438, 2.6506339196507376e-13, 0.0004012608528137207 
PINN, 1024, 0, 126.62791705131531, 9.918569067243569e-05, 3.1903605461120605, 0.01378375006537529, 0.9078629016876221, 4.896171352674913e-05, 1.084667444229126, 0.0056004494350459745, 0.42327117919921875, 5.50560057663093e-08, 1.160452127456665, 4.359922755706996e-06, 0.0003943353891372681 
